student_id,student_name,class_id,sex,dob,email,attendance
STU04337,Keo Virak,CLS0305,M,2007-01-05,stu04337@school.edu.kh,71.4
STU04338,Hing Chanrith,CLS0258,M,2013-07-22,stu04338@school.edu.kh,88.1
STU04339,Sok Sokunmony,CLS0397,F,2007-03-07,stu04339@school.edu.kh,93.3
STU04340,Oun Sambath,CLS0432,M,2011-11-17,stu04340@school.edu.kh,90.6
STU04341,Sar Sreynit,CLS0183,F,2006-07-30,stu04341@school.edu.kh,97.5
STU04342,Pen Chanpich,CLS0288,F,2011-04-06,stu04342@school.edu.kh,75.0
STU04343,Ly Leakhena,CLS0361,F,2012-04-27,stu04343@school.edu.kh,61.7
STU04344,Him Socheata,CLS0302,F,2006-03-30,stu04344@school.edu.kh,85.7
STU04345,Him Menghour,CLS0185,M,2008-10-20,stu04345@school.edu.kh,80.1
STU04346,Phat Vichea,CLS0098,M,2008-12-26,stu04346@school.edu.kh,87.5
STU04347,Chou Bunna,CLS0431,M,2010-07-01,stu04347@school.edu.kh,86.4
STU04348,Heng Samnang,CLS0435,M,2009-09-15,stu04348@school.edu.kh,66.4
STU04349,Kong Sreypich,CLS0123,F,2009-06-17,stu04349@school.edu.kh,74.0
STU04350,Ith Chanpich,CLS0039,F,2008-12-03,stu04350@school.edu.kh,88.9
STU04351,Touch Lina,CLS0033,F,2009-05-31,stu04351@school.edu.kh,67.1
STU04352,Him Sokunthyda,CLS0145,F,2013-11-11,stu04352@school.edu.kh,89.9
STU04353,Chou Vichea,CLS0471,M,2011-03-05,stu04353@school.edu.kh,86.5
STU04354,Touch Sreymom,CLS0391,F,2011-01-30,stu04354@school.edu.kh,76.5
STU04355,Khmer Vatey,CLS0146,M,2013-07-08,stu04355@school.edu.kh,73.1
STU04356,Kuy Phirun,CLS0338,M,2013-05-06,stu04356@school.edu.kh,98.5
STU04357,Chou Makara,CLS0314,M,2012-05-29,stu04357@school.edu.kh,78.3
STU04358,Sorn Sokunmony,CLS0381,F,2011-01-27,stu04358@school.edu.kh,61.7
STU04359,Ear Chanrith,CLS0322,M,2010-05-19,stu04359@school.edu.kh,72.4
STU04360,Kuy Leakhena,CLS0213,F,2009-09-15,stu04360@school.edu.kh,67.0
STU04361,Ith Kanha,CLS0174,F,2010-09-18,stu04361@school.edu.kh,80.4
STU04362,Kong Boramey,CLS0495,F,2011-01-07,stu04362@school.edu.kh,91.6
STU04363,Prum Piseth,CLS0256,M,2008-06-21,stu04363@school.edu.kh,75.0
STU04364,Ros Channara,CLS0243,M,2008-03-26,stu04364@school.edu.kh,65.6
STU04365,Ith Chantha,CLS0490,M,2012-08-17,stu04365@school.edu.kh,94.3
STU04366,Hing Lina,CLS0050,F,2008-09-12,stu04366@school.edu.kh,64.3
STU04367,Meas Sopheak,CLS0064,M,2009-11-15,stu04367@school.edu.kh,76.0
STU04368,Phat Samnang,CLS0399,M,2013-12-18,stu04368@school.edu.kh,75.5
STU04369,Ith Reaksmey,CLS0148,F,2011-12-03,stu04369@school.edu.kh,73.6
STU04370,Phan Kolab,CLS0312,F,2013-05-23,stu04370@school.edu.kh,86.2
STU04371,Yem Reaksmey,CLS0171,F,2010-07-01,stu04371@school.edu.kh,90.8
STU04372,Khem Dalin,CLS0391,F,2013-04-14,stu04372@school.edu.kh,98.9
STU04373,Lim Makara,CLS0045,M,2006-09-12,stu04373@school.edu.kh,60.5
STU04374,Lim Sreypich,CLS0355,F,2008-06-20,stu04374@school.edu.kh,93.5
STU04375,Ith Channary,CLS0018,F,2008-10-26,stu04375@school.edu.kh,81.9
STU04376,Seng Rathana,CLS0017,M,2012-02-13,stu04376@school.edu.kh,72.2
STU04377,Noun Panha,CLS0321,M,2009-04-21,stu04377@school.edu.kh,74.7
STU04378,Khem Chanreaksmey,CLS0188,M,2008-07-06,stu04378@school.edu.kh,99.6
STU04379,Touch Bopha,CLS0236,F,2006-12-03,stu04379@school.edu.kh,63.8
STU04380,Nhem Kanha,CLS0377,F,2006-08-05,stu04380@school.edu.kh,62.1
STU04381,Prum Phirun,CLS0382,M,2008-01-05,stu04381@school.edu.kh,98.4
STU04382,Saom Chanpich,CLS0394,F,2008-07-15,stu04382@school.edu.kh,74.7
STU04383,Phat Sreymab,CLS0227,F,2009-01-15,stu04383@school.edu.kh,84.6
STU04384,Ly Dara,CLS0271,M,2012-02-28,stu04384@school.edu.kh,81.9
STU04385,Tep Sokha,CLS0158,M,2011-05-15,stu04385@school.edu.kh,60.9
STU04386,Sok Nara,CLS0026,M,2011-09-17,stu04386@school.edu.kh,88.5
STU04387,Phan Vuthy,CLS0170,M,2012-06-04,stu04387@school.edu.kh,72.8
STU04388,Tep Vuthy,CLS0396,M,2012-06-18,stu04388@school.edu.kh,84.4
STU04389,Saom Phirun,CLS0089,M,2009-10-22,stu04389@school.edu.kh,95.0
STU04390,Yem Sreymab,CLS0335,F,2007-12-29,stu04390@school.edu.kh,74.6
STU04391,Tep Sreynit,CLS0208,F,2012-03-18,stu04391@school.edu.kh,65.6
STU04392,Pov Dalin,CLS0323,F,2012-01-25,stu04392@school.edu.kh,98.9
STU04393,Nhem Piseth,CLS0471,M,2009-08-31,stu04393@school.edu.kh,73.2
STU04394,Chou Channary,CLS0269,F,2012-12-12,stu04394@school.edu.kh,87.7
STU04395,Ith Bopha,CLS0013,F,2010-03-14,stu04395@school.edu.kh,69.5
STU04396,Heng Chanthy,CLS0185,F,2010-07-20,stu04396@school.edu.kh,84.7
STU04397,Nget Rathana,CLS0432,M,2010-05-06,stu04397@school.edu.kh,93.6
STU04398,Phat Sokunthyda,CLS0447,F,2006-07-28,stu04398@school.edu.kh,97.7
STU04399,Sok Thida,CLS0065,M,2008-07-06,stu04399@school.edu.kh,67.7
STU04400,Kuy Leakhena,CLS0251,F,2010-06-01,stu04400@school.edu.kh,74.6
STU04401,Doeun Bopha,CLS0223,F,2010-10-20,stu04401@school.edu.kh,69.6
STU04402,Seang Chanrith,CLS0211,M,2010-09-09,stu04402@school.edu.kh,77.4
STU04403,Phat Borann,CLS0407,M,2010-03-07,stu04403@school.edu.kh,98.7
STU04404,Sorn Chanpich,CLS0095,F,2007-04-18,stu04404@school.edu.kh,64.6
STU04405,Chan Bunna,CLS0005,M,2008-05-03,stu04405@school.edu.kh,62.9
STU04406,Pen Sreymony,CLS0089,F,2009-11-29,stu04406@school.edu.kh,63.7
STU04407,Khmer Sopheak,CLS0246,M,2013-09-21,stu04407@school.edu.kh,87.0
STU04408,Pov Pich,CLS0418,F,2012-01-06,stu04408@school.edu.kh,87.4
STU04409,Yem Sokha,CLS0206,M,2012-07-16,stu04409@school.edu.kh,81.5
STU04410,Ros Socheata,CLS0435,F,2012-04-19,stu04410@school.edu.kh,72.7
STU04411,Phat Sreyleak,CLS0195,F,2011-03-19,stu04411@school.edu.kh,95.0
STU04412,Sorn Sophal,CLS0359,M,2013-07-24,stu04412@school.edu.kh,82.0
STU04413,Meas Kimhour,CLS0183,M,2006-07-05,stu04413@school.edu.kh,65.5
STU04414,Doeun Pich,CLS0419,F,2011-01-19,stu04414@school.edu.kh,67.4
STU04415,Prum Kanha,CLS0341,F,2013-05-09,stu04415@school.edu.kh,89.9
STU04416,Tep Sokunthea,CLS0128,F,2009-08-11,stu04416@school.edu.kh,72.6
STU04417,Touch Makara,CLS0356,M,2007-06-01,stu04417@school.edu.kh,66.2
STU04418,Mao Virak,CLS0317,M,2011-04-07,stu04418@school.edu.kh,89.0
STU04419,Doeun Sokhom,CLS0073,M,2007-01-19,stu04419@school.edu.kh,85.5
STU04420,Sar Sreyneang,CLS0145,F,2013-11-30,stu04420@school.edu.kh,65.2
STU04421,Touch Sokun,CLS0413,M,2011-09-08,stu04421@school.edu.kh,93.2
STU04422,Chea Vuthy,CLS0312,M,2009-01-27,stu04422@school.edu.kh,99.4
STU04423,Sok Sreyleak,CLS0028,F,2012-03-12,stu04423@school.edu.kh,88.4
STU04424,Ros Virak,CLS0099,M,2010-02-25,stu04424@school.edu.kh,81.7
STU04425,Keo Chantha,CLS0061,M,2007-02-28,stu04425@school.edu.kh,60.4
STU04426,Saom Kunthea,CLS0261,F,2011-09-08,stu04426@school.edu.kh,65.6
STU04427,Doeun Sreynich,CLS0274,F,2008-01-01,stu04427@school.edu.kh,68.0
STU04428,Phan Socheata,CLS0481,F,2009-05-11,stu04428@school.edu.kh,90.3
STU04429,Pen Menghour,CLS0033,M,2012-02-15,stu04429@school.edu.kh,61.5
STU04430,Vong Sreynit,CLS0325,F,2006-07-21,stu04430@school.edu.kh,98.0
STU04431,Hing Theara,CLS0320,M,2006-09-16,stu04431@school.edu.kh,69.1
STU04432,Heng Sreypov,CLS0266,F,2013-09-12,stu04432@school.edu.kh,62.0
STU04433,Sar Chanrith,CLS0363,M,2009-06-04,stu04433@school.edu.kh,91.7
STU04434,Sorn Piseth,CLS0262,M,2008-06-18,stu04434@school.edu.kh,98.8
STU04435,Oun Panha,CLS0328,M,2013-04-28,stu04435@school.edu.kh,88.2
STU04436,Ly Sreyla,CLS0279,F,2009-03-22,stu04436@school.edu.kh,94.9
STU04437,Seang Sreymab,CLS0241,F,2009-07-24,stu04437@school.edu.kh,83.3
STU04438,Ear Sreypov,CLS0237,F,2013-08-13,stu04438@school.edu.kh,63.0
STU04439,Tep Sokhom,CLS0104,M,2007-05-12,stu04439@school.edu.kh,62.8
STU04440,Khem Dalin,CLS0164,F,2009-07-28,stu04440@school.edu.kh,81.6
STU04441,Keo Dara,CLS0022,M,2009-01-05,stu04441@school.edu.kh,70.5
STU04442,Keo Chanreaksmey,CLS0289,F,2011-06-28,stu04442@school.edu.kh,84.6
STU04443,Chea Channary,CLS0235,F,2009-09-05,stu04443@school.edu.kh,60.5
STU04444,Yem Reaksmey,CLS0004,F,2008-11-13,stu04444@school.edu.kh,97.2
STU04445,Saom Rithy,CLS0187,M,2007-01-10,stu04445@school.edu.kh,65.8
STU04446,Saom Sokunthyda,CLS0323,F,2011-10-25,stu04446@school.edu.kh,67.0
STU04447,Hing Vatey,CLS0019,M,2008-10-17,stu04447@school.edu.kh,94.1
STU04448,Chan Samnang,CLS0251,M,2007-09-17,stu04448@school.edu.kh,99.2
STU04449,Mao Panha,CLS0361,M,2007-03-26,stu04449@school.edu.kh,69.3
STU04450,Khem Samnang,CLS0065,M,2009-11-16,stu04450@school.edu.kh,68.6
STU04451,Kuy Sreynich,CLS0105,F,2010-09-09,stu04451@school.edu.kh,94.6
STU04452,Sok Nara,CLS0072,M,2012-05-04,stu04452@school.edu.kh,88.5
STU04453,Vong Sovann,CLS0015,M,2008-11-08,stu04453@school.edu.kh,92.1
STU04454,Ith Menghour,CLS0177,M,2012-06-22,stu04454@school.edu.kh,75.4
STU04455,Khem Chantrea,CLS0440,F,2012-09-23,stu04455@school.edu.kh,71.4
STU04456,Kuy Phirun,CLS0295,M,2011-12-06,stu04456@school.edu.kh,92.8
STU04457,Meas Sreypov,CLS0099,F,2011-05-04,stu04457@school.edu.kh,64.1
STU04458,Khem Kunthea,CLS0219,F,2010-12-27,stu04458@school.edu.kh,67.3
STU04459,Phan Chantrea,CLS0449,F,2011-05-25,stu04459@school.edu.kh,88.5
STU04460,Ros Sreyleak,CLS0029,F,2009-08-30,stu04460@school.edu.kh,89.1
STU04461,Mouk Daro,CLS0378,M,2006-06-10,stu04461@school.edu.kh,62.6
STU04462,Ear Chanrith,CLS0304,M,2009-11-26,stu04462@school.edu.kh,97.9
STU04463,Khmer Sreynit,CLS0468,M,2006-12-06,stu04463@school.edu.kh,60.3
STU04464,Sorn Channara,CLS0018,M,2013-01-23,stu04464@school.edu.kh,67.2
STU04465,Keo Sreymab,CLS0420,F,2006-04-06,stu04465@school.edu.kh,88.1
STU04466,Ith Samnang,CLS0279,M,2009-09-07,stu04466@school.edu.kh,85.8
STU04467,Chhun Vuthy,CLS0419,M,2013-11-02,stu04467@school.edu.kh,100.0
STU04468,Sok Sokun,CLS0259,M,2010-07-01,stu04468@school.edu.kh,98.7
STU04469,Sorn Borath,CLS0027,M,2011-05-10,stu04469@school.edu.kh,95.7
STU04470,Phat Chanpich,CLS0210,F,2010-11-06,stu04470@school.edu.kh,97.3
STU04471,Tep Borann,CLS0221,M,2012-08-03,stu04471@school.edu.kh,67.1
STU04472,Chhun Chantrea,CLS0250,F,2013-12-05,stu04472@school.edu.kh,83.3
STU04473,Kong Sokunthea,CLS0254,F,2007-07-10,stu04473@school.edu.kh,97.4
STU04474,Seng Kolab,CLS0089,F,2009-08-14,stu04474@school.edu.kh,95.2
STU04475,Phan Kosal,CLS0374,M,2007-04-19,stu04475@school.edu.kh,63.7
STU04476,Pen Sokunmony,CLS0494,F,2006-11-18,stu04476@school.edu.kh,83.1
STU04477,Prum Sambath,CLS0442,M,2013-04-10,stu04477@school.edu.kh,82.6
STU04478,Ly Vatey,CLS0250,M,2009-12-30,stu04478@school.edu.kh,88.5
STU04479,Sorn Vuthy,CLS0087,M,2007-06-07,stu04479@school.edu.kh,68.9
STU04480,Prum Nara,CLS0451,M,2009-10-22,stu04480@school.edu.kh,97.5
STU04481,Seang Chanreaksmey,CLS0112,F,2011-06-28,stu04481@school.edu.kh,69.0
STU04482,Pen Lina,CLS0131,F,2008-03-03,stu04482@school.edu.kh,77.7
STU04483,Chea Chanreaksmey,CLS0275,F,2007-07-07,stu04483@school.edu.kh,93.1
STU04484,Chan Lina,CLS0098,F,2008-10-23,stu04484@school.edu.kh,90.9
STU04485,Chea Reaksmey,CLS0412,F,2011-09-15,stu04485@school.edu.kh,81.5
STU04486,Mouk Sambath,CLS0065,M,2012-07-19,stu04486@school.edu.kh,86.5
STU04487,Ly Panha,CLS0407,M,2013-11-17,stu04487@school.edu.kh,94.1
STU04488,Saom Menghour,CLS0074,M,2009-06-17,stu04488@school.edu.kh,77.5
STU04489,Kong Bunna,CLS0464,M,2013-01-07,stu04489@school.edu.kh,60.0
STU04490,Sorn Vuthy,CLS0125,M,2012-07-23,stu04490@school.edu.kh,84.9
STU04491,Seang Sreymab,CLS0295,F,2012-07-14,stu04491@school.edu.kh,65.2
STU04492,Seang Dalin,CLS0266,F,2009-08-26,stu04492@school.edu.kh,80.6
STU04493,Mouk Sreytouch,CLS0019,F,2008-07-28,stu04493@school.edu.kh,75.4
STU04494,Mouk Sokha,CLS0412,M,2012-01-27,stu04494@school.edu.kh,65.1
STU04495,Keo Channary,CLS0379,F,2010-09-26,stu04495@school.edu.kh,65.6
STU04496,Doeun Kimhour,CLS0163,M,2008-09-27,stu04496@school.edu.kh,68.7
STU04497,Saom Bunna,CLS0112,M,2008-12-11,stu04497@school.edu.kh,83.4
STU04498,Phat Sothea,CLS0124,M,2008-12-18,stu04498@school.edu.kh,75.3
STU04499,Mao Vatey,CLS0298,M,2009-09-12,stu04499@school.edu.kh,84.3
STU04500,Saom Sreynich,CLS0280,F,2013-09-28,stu04500@school.edu.kh,64.8
STU04501,Pov Kosal,CLS0197,M,2007-12-01,stu04501@school.edu.kh,62.8
STU04502,Kuy Leakhena,CLS0367,F,2012-07-09,stu04502@school.edu.kh,91.4
STU04503,Ith Sreynich,CLS0490,F,2009-09-21,stu04503@school.edu.kh,64.6
STU04504,Khem Sokunmony,CLS0452,F,2007-09-04,stu04504@school.edu.kh,67.6
STU04505,Kong Sreypov,CLS0281,F,2009-10-25,stu04505@school.edu.kh,95.6
STU04506,Doeun Sokunthyda,CLS0046,F,2008-02-09,stu04506@school.edu.kh,74.9
STU04507,Pov Chantrea,CLS0186,F,2012-09-25,stu04507@school.edu.kh,61.8
STU04508,Kong Sreynich,CLS0102,F,2013-05-21,stu04508@school.edu.kh,79.7
STU04509,Lim Samnang,CLS0012,M,2009-01-13,stu04509@school.edu.kh,71.5
STU04510,Pov Sophary,CLS0139,F,2012-08-03,stu04510@school.edu.kh,65.4
STU04511,Doeun Sreynich,CLS0328,F,2012-02-16,stu04511@school.edu.kh,95.0
STU04512,Sar Rathana,CLS0019,M,2010-04-12,stu04512@school.edu.kh,88.4
STU04513,Touch Sambath,CLS0342,M,2013-12-27,stu04513@school.edu.kh,93.6
STU04514,Ros Sreypov,CLS0008,F,2012-10-07,stu04514@school.edu.kh,82.1
STU04515,Lim Sreynit,CLS0476,M,2006-05-16,stu04515@school.edu.kh,91.7
STU04516,Chhun Sokha,CLS0475,M,2007-03-23,stu04516@school.edu.kh,95.2
STU04517,Hing Sophy,CLS0161,F,2012-08-29,stu04517@school.edu.kh,80.1
STU04518,Nhem Sreymab,CLS0297,F,2012-05-05,stu04518@school.edu.kh,75.8
STU04519,Meas Sokun,CLS0360,M,2011-06-08,stu04519@school.edu.kh,95.9
STU04520,Doeun Sreymab,CLS0254,F,2009-12-25,stu04520@school.edu.kh,62.8
STU04521,Ly Seyha,CLS0047,M,2010-06-17,stu04521@school.edu.kh,74.3
STU04522,Pov Sothea,CLS0023,M,2007-07-05,stu04522@school.edu.kh,100.0
STU04523,Kuy Boramey,CLS0267,F,2013-06-14,stu04523@school.edu.kh,60.1
STU04524,Khem Sokun,CLS0281,M,2007-09-05,stu04524@school.edu.kh,93.0
STU04525,Khem Rathana,CLS0042,M,2012-03-09,stu04525@school.edu.kh,71.0
STU04526,Khmer Reaksmey,CLS0169,F,2012-07-15,stu04526@school.edu.kh,93.9
STU04527,Vong Phirun,CLS0195,M,2012-08-04,stu04527@school.edu.kh,71.1
STU04528,Mouk Daro,CLS0178,M,2011-07-14,stu04528@school.edu.kh,93.8
STU04529,Doeun Vichea,CLS0438,M,2012-02-20,stu04529@school.edu.kh,79.3
STU04530,Ros Borann,CLS0419,M,2009-02-15,stu04530@school.edu.kh,88.7
STU04531,Chhun Chanreaksmey,CLS0327,F,2006-06-19,stu04531@school.edu.kh,79.3
STU04532,Tep Sreyleak,CLS0158,F,2012-02-06,stu04532@school.edu.kh,69.0
STU04533,Heng Sokun,CLS0491,M,2006-08-07,stu04533@school.edu.kh,62.1
STU04534,Ros Borath,CLS0365,M,2010-09-24,stu04534@school.edu.kh,89.9
STU04535,Ros Sreytouch,CLS0495,F,2009-02-28,stu04535@school.edu.kh,95.7
STU04536,Phat Sokun,CLS0028,M,2013-11-08,stu04536@school.edu.kh,81.7
STU04537,Pov Theara,CLS0282,M,2007-01-28,stu04537@school.edu.kh,64.9
STU04538,Pov Sreynit,CLS0069,F,2013-09-30,stu04538@school.edu.kh,86.2
STU04539,Chan Channara,CLS0145,M,2012-07-29,stu04539@school.edu.kh,85.0
STU04540,Pov Theara,CLS0173,M,2007-03-18,stu04540@school.edu.kh,74.5
STU04541,Kuy Sreyneang,CLS0030,F,2012-02-28,stu04541@school.edu.kh,69.3
STU04542,Hing Vichea,CLS0263,M,2010-10-20,stu04542@school.edu.kh,71.9
STU04543,Chou Sokha,CLS0281,M,2009-12-27,stu04543@school.edu.kh,70.1
STU04544,Ear Virak,CLS0285,M,2013-08-17,stu04544@school.edu.kh,62.4
STU04545,Noun Rithy,CLS0014,M,2009-12-17,stu04545@school.edu.kh,88.1
STU04546,Kuy Borann,CLS0235,M,2007-02-27,stu04546@school.edu.kh,64.6
STU04547,Keo Chanpich,CLS0437,F,2009-10-09,stu04547@school.edu.kh,82.5
STU04548,Khem Sreyneang,CLS0131,F,2009-03-24,stu04548@school.edu.kh,72.2
STU04549,Lim Sreynich,CLS0458,F,2010-06-21,stu04549@school.edu.kh,97.0
STU04550,Khem Sreymony,CLS0454,F,2010-08-24,stu04550@school.edu.kh,64.4
STU04551,Seng Dalin,CLS0018,F,2013-11-14,stu04551@school.edu.kh,69.9
STU04552,Sok Sreytouch,CLS0130,F,2006-09-21,stu04552@school.edu.kh,73.2
STU04553,Kong Sreymab,CLS0231,F,2010-07-26,stu04553@school.edu.kh,92.9
STU04554,Kong Sreyleak,CLS0072,F,2011-05-25,stu04554@school.edu.kh,95.3
STU04555,Sar Leakhena,CLS0417,F,2012-04-13,stu04555@school.edu.kh,91.0
STU04556,Saom Daro,CLS0366,M,2012-04-22,stu04556@school.edu.kh,68.7
STU04557,Tep Sreypov,CLS0447,F,2012-07-25,stu04557@school.edu.kh,83.5
STU04558,Doeun Sreypich,CLS0084,F,2007-07-25,stu04558@school.edu.kh,90.2
STU04559,Chou Reaksmey,CLS0453,F,2013-08-20,stu04559@school.edu.kh,93.3
STU04560,Sok Sophal,CLS0314,M,2013-07-11,stu04560@school.edu.kh,66.4
STU04561,Lim Sreyleak,CLS0478,F,2014-01-27,stu04561@school.edu.kh,70.1
STU04562,Heng Sreyleak,CLS0277,F,2011-07-20,stu04562@school.edu.kh,63.8
STU04563,Ly Sokha,CLS0281,M,2010-06-23,stu04563@school.edu.kh,78.7
STU04564,Khem Vichea,CLS0223,M,2009-09-05,stu04564@school.edu.kh,98.3
STU04565,Phan Chanreaksmey,CLS0057,F,2012-12-25,stu04565@school.edu.kh,62.8
STU04566,Touch Reaksmey,CLS0001,F,2006-08-15,stu04566@school.edu.kh,60.7
STU04567,Hing Channary,CLS0215,F,2009-11-03,stu04567@school.edu.kh,98.4
STU04568,Hing Theany,CLS0386,F,2011-04-25,stu04568@school.edu.kh,67.8
STU04569,Phat Sokhom,CLS0199,M,2012-02-29,stu04569@school.edu.kh,92.5
STU04570,Saom Kunthea,CLS0395,F,2006-04-19,stu04570@school.edu.kh,95.2
STU04571,Kong Sreyleak,CLS0236,F,2007-07-04,stu04571@school.edu.kh,89.9
STU04572,Nget Chantrea,CLS0045,F,2011-03-30,stu04572@school.edu.kh,83.9
STU04573,Khmer Channara,CLS0275,M,2006-03-31,stu04573@school.edu.kh,93.0
STU04574,Ith Chanthy,CLS0218,F,2010-09-26,stu04574@school.edu.kh,61.3
STU04575,Kuy Virak,CLS0239,M,2013-11-12,stu04575@school.edu.kh,89.2
STU04576,Phat Sreymom,CLS0480,F,2007-05-18,stu04576@school.edu.kh,85.3
STU04577,Oun Chanthy,CLS0026,F,2013-05-25,stu04577@school.edu.kh,74.6
STU04578,Keo Kolab,CLS0291,F,2010-09-26,stu04578@school.edu.kh,76.2
STU04579,Doeun Chanthy,CLS0382,F,2011-10-05,stu04579@school.edu.kh,82.7
STU04580,Him Phirun,CLS0065,M,2006-05-24,stu04580@school.edu.kh,86.4
STU04581,Nget Chanthy,CLS0488,F,2009-12-20,stu04581@school.edu.kh,82.8
STU04582,Kuy Piseth,CLS0113,M,2008-02-14,stu04582@school.edu.kh,62.4
STU04583,Noun Sophal,CLS0358,M,2013-05-24,stu04583@school.edu.kh,93.4
STU04584,Mouk Chanpich,CLS0262,F,2012-12-06,stu04584@school.edu.kh,88.7
STU04585,Sar Samnang,CLS0134,M,2008-04-28,stu04585@school.edu.kh,85.6
STU04586,Phan Kimhour,CLS0275,M,2006-10-18,stu04586@school.edu.kh,72.1
STU04587,Mouk Vichea,CLS0393,M,2008-02-18,stu04587@school.edu.kh,96.8
STU04588,Oun Chantha,CLS0110,M,2008-03-06,stu04588@school.edu.kh,61.7
STU04589,Prum Chanrith,CLS0211,M,2009-09-26,stu04589@school.edu.kh,65.6
STU04590,Khmer Sreynich,CLS0397,F,2009-08-12,stu04590@school.edu.kh,97.7
STU04591,Kuy Sokhom,CLS0049,M,2011-10-16,stu04591@school.edu.kh,63.6
STU04592,Oun Rithy,CLS0029,M,2010-02-10,stu04592@school.edu.kh,68.2
STU04593,Ith Sreymab,CLS0400,F,2007-10-24,stu04593@school.edu.kh,67.5
STU04594,Sorn Borann,CLS0028,M,2013-10-05,stu04594@school.edu.kh,61.9
STU04595,Chou Sophal,CLS0374,M,2013-05-14,stu04595@school.edu.kh,82.6
STU04596,Sorn Virak,CLS0342,M,2013-06-25,stu04596@school.edu.kh,100.0
STU04597,Seng Dara,CLS0425,M,2012-05-23,stu04597@school.edu.kh,73.3
STU04598,Kong Sreynit,CLS0027,M,2009-12-22,stu04598@school.edu.kh,75.6
STU04599,Khem Sreynich,CLS0031,F,2009-02-05,stu04599@school.edu.kh,97.4
STU04600,Khem Sreypich,CLS0120,F,2012-11-17,stu04600@school.edu.kh,94.4
STU04601,Hing Chanreaksmey,CLS0465,F,2007-10-13,stu04601@school.edu.kh,62.5
STU04602,Khem Vuthy,CLS0251,M,2007-09-04,stu04602@school.edu.kh,92.6
STU04603,Yem Sokunthyda,CLS0169,F,2013-08-02,stu04603@school.edu.kh,87.2
STU04604,Ly Kanha,CLS0321,F,2010-03-07,stu04604@school.edu.kh,80.3
STU04605,Prum Bopha,CLS0064,F,2009-02-09,stu04605@school.edu.kh,71.8
STU04606,Ith Chantha,CLS0058,M,2007-06-29,stu04606@school.edu.kh,93.0
STU04607,Touch Reaksmey,CLS0079,F,2006-05-16,stu04607@school.edu.kh,92.8
STU04608,Chou Theany,CLS0402,F,2006-12-13,stu04608@school.edu.kh,96.2
STU04609,Phat Rathana,CLS0272,M,2007-07-02,stu04609@school.edu.kh,93.8
STU04610,Ear Chanreaksmey,CLS0400,M,2007-04-01,stu04610@school.edu.kh,89.5
STU04611,Mao Kanha,CLS0423,F,2011-05-06,stu04611@school.edu.kh,83.3
STU04612,Phan Sreyneang,CLS0097,F,2006-04-12,stu04612@school.edu.kh,68.4
STU04613,Keo Sreymab,CLS0126,F,2006-12-17,stu04613@school.edu.kh,75.2
STU04614,Oun Phearun,CLS0186,M,2010-08-07,stu04614@school.edu.kh,80.5
STU04615,Mouk Dalin,CLS0149,F,2013-04-21,stu04615@school.edu.kh,81.4
STU04616,Ith Piseth,CLS0340,M,2012-07-05,stu04616@school.edu.kh,71.7
STU04617,Vong Sophy,CLS0452,F,2008-07-29,stu04617@school.edu.kh,73.9
STU04618,Phan Theara,CLS0173,M,2010-11-19,stu04618@school.edu.kh,68.1
STU04619,Khem Phirun,CLS0001,M,2007-05-19,stu04619@school.edu.kh,85.3
STU04620,Sok Sophy,CLS0140,F,2012-05-09,stu04620@school.edu.kh,79.4
STU04621,Ith Vuthy,CLS0482,M,2006-12-14,stu04621@school.edu.kh,86.4
STU04622,Nhem Dina,CLS0129,F,2006-07-16,stu04622@school.edu.kh,72.6
STU04623,Ear Sreymony,CLS0370,F,2013-04-08,stu04623@school.edu.kh,77.8
STU04624,Ear Nara,CLS0137,M,2011-11-09,stu04624@school.edu.kh,74.2
STU04625,Ear Dara,CLS0494,M,2006-08-16,stu04625@school.edu.kh,64.3
STU04626,Sok Sokunthea,CLS0221,F,2010-10-06,stu04626@school.edu.kh,80.6
STU04627,Khmer Makara,CLS0149,M,2010-03-26,stu04627@school.edu.kh,85.8
STU04628,Heng Kimhour,CLS0165,M,2006-09-07,stu04628@school.edu.kh,71.4
STU04629,Meas Phearun,CLS0255,M,2006-10-18,stu04629@school.edu.kh,80.3
STU04630,Chhun Dalin,CLS0143,F,2012-04-17,stu04630@school.edu.kh,94.3
STU04631,Chou Lina,CLS0306,F,2008-04-17,stu04631@school.edu.kh,88.6
STU04632,Saom Chantrea,CLS0174,F,2009-07-08,stu04632@school.edu.kh,81.0
STU04633,Tep Makara,CLS0377,M,2007-07-23,stu04633@school.edu.kh,60.8
STU04634,Sok Sokunthea,CLS0087,F,2007-12-31,stu04634@school.edu.kh,89.4
STU04635,Prum Sophary,CLS0049,F,2011-05-16,stu04635@school.edu.kh,91.5
STU04636,Oun Borann,CLS0193,M,2013-06-15,stu04636@school.edu.kh,93.3
STU04637,Ly Sokunthea,CLS0178,F,2010-10-18,stu04637@school.edu.kh,78.5
STU04638,Sok Sophal,CLS0345,M,2009-10-15,stu04638@school.edu.kh,60.1
STU04639,Ear Kimhour,CLS0258,M,2011-06-18,stu04639@school.edu.kh,77.1
STU04640,Vong Leakhena,CLS0207,F,2014-01-30,stu04640@school.edu.kh,81.0
STU04641,Prum Kosal,CLS0403,M,2007-05-14,stu04641@school.edu.kh,77.0
STU04642,Chhun Kimhour,CLS0358,M,2012-04-17,stu04642@school.edu.kh,90.9
